code,description,service
00542,Anesthesia removal pleura,CPT Codes
00546,Anesth lung chest wall surg,CPT Codes
00548,Anesth trachea bronchi surg,CPT Codes
00550,Anesth sternal debridement,CPT Codes
00560,Anesth heart surg w/o pump,CPT Codes
00561,Anesth heart surg <1 yr,CPT Codes
00562,Anesth hrt surg w/pmp age 1+,CPT Codes
00563,Anesth heart surg w/arrest,CPT Codes
00566,Anesth cabg w/o pump,CPT Codes
00567,Anesth cabg w/pump,CPT Codes
00580,Anesth heart/lung transplnt,CPT Codes
00600,Anesth spine cord surgery,CPT Codes
00604,Anesth sitting procedure,CPT Codes
00620,Anesth spine cord surgery,CPT Codes
00625,Anes spine tranthor w/o vent,CPT Codes
00626,Anes spine transthor w/vent,CPT Codes
00630,Anesth spine cord surgery,CPT Codes
00632,Anesth removal of nerves,CPT Codes
00635,Anesth lumbar puncture,CPT Codes
00640,Anesth spine manipulation,CPT Codes
00670,Anesth spine cord surgery,CPT Codes
00700,Anesth abdominal wall surg,CPT Codes
00702,Anesth for liver biopsy,CPT Codes
00730,Anesth abdominal wall surg,CPT Codes
00731,Anes upr gi ndsc px nos,CPT Codes
00732,Anes upr gi ndsc px ercp,CPT Codes
00750,Anes hrna rpr upr abd nos,CPT Codes
00752,Anes hrna rpr lmbr&vnt&/dehs,CPT Codes
00754,Anes hrna rpr omphalocele,CPT Codes
00756,Anes hrna rpr diphrg hrna,CPT Codes
00770,Anes px maj abd blood vessel,CPT Codes
00790,Anes iper upr abd nos,CPT Codes
00792,Anes iper upr abd prtl hptc,CPT Codes
00794,Anes iper upr abd pncrtect,CPT Codes
00796,Anes iper upr abd lvr trnspl,CPT Codes
00797,Anes iper upr abd gstr px mo,CPT Codes
00800,Anesth abdominal wall surg,CPT Codes
00802,Anesth fat layer removal,CPT Codes
00811,Anes lwr intst ndsc nos,CPT Codes
00812,Anes lwr intst scr colsc,CPT Codes
00813,Anes upr lwr gi ndsc px,CPT Codes
00820,Anesth abdominal wall surg,CPT Codes
00830,Anesth repair of hernia,CPT Codes
00832,Anesth repair of hernia,CPT Codes
00834,Anesth hernia repair < 1 yr,CPT Codes
00836,Anesth hernia repair preemie,CPT Codes
00840,Anesth surg lower abdomen,CPT Codes
00842,Anesth amniocentesis,CPT Codes
00844,Anesth pelvis surgery,CPT Codes
00846,Anesth hysterectomy,CPT Codes
00848,Anesth pelvic organ surg,CPT Codes
00851,Anesth tubal ligation,CPT Codes
00860,Anesth surgery of abdomen,CPT Codes
00862,Anesth kidney/ureter surg,CPT Codes
00864,Anesth removal of bladder,CPT Codes
00865,Anesth removal of prostate,CPT Codes
00866,Anesth removal of adrenal,CPT Codes
00868,Anesth kidney transplant,CPT Codes
00870,Anesth bladder stone surg,CPT Codes
00872,Anesth kidney stone destruct,CPT Codes
00873,Anesth kidney stone destruct,CPT Codes
00880,Anesth abdomen vessel surg,CPT Codes
00882,Anesth major vein ligation,CPT Codes
00902,Anesth anorectal surgery,CPT Codes
00904,Anesth perineal surgery,CPT Codes
00906,Anes vulvectomy,CPT Codes
00908,Anesth removal of prostate,CPT Codes
00910,Anesth bladder surgery,CPT Codes
00912,Anesth bladder tumor surg,CPT Codes
00914,Anesth removal of prostate,CPT Codes
00916,Anesth bleeding control,CPT Codes
00918,Anesth stone removal,CPT Codes
00920,Anesth genitalia surgery,CPT Codes
00921,Anesth vasectomy,CPT Codes
00922,Anesth sperm duct surgery,CPT Codes
00924,Anesth testis exploration,CPT Codes
00926,Anesth removal of testis,CPT Codes
00928,Anesth removal of testis,CPT Codes
00930,Anesth testis suspension,CPT Codes
00932,Anesth amputation of penis,CPT Codes
00934,Anesth penis nodes removal,CPT Codes
00936,Anesth penis nodes removal,CPT Codes
00938,Anesth insert penis device,CPT Codes
00940,Anesth vaginal procedures,CPT Codes
00942,Anesth surg on vag/urethral,CPT Codes
00944,Anesth vaginal hysterectomy,CPT Codes
00948,Anesth repair of cervix,CPT Codes
00950,Anesth vaginal endoscopy,CPT Codes
00952,Anesth hysteroscope/graph,CPT Codes
01112,Anesth bone aspirate/bx,Anesthesia
01120,Anesth pelvis surgery,Anesthesia
01130,Anesth body cast procedure,Anesthesia
01140,Anesth amputation at pelvis,Anesthesia
01150,Anesth pelvic tumor surgery,Anesthesia
01160,Anesth pelvis procedure,Anesthesia
01170,Anesth pelvis surgery,Anesthesia
01173,Anesth fx repair pelvis,Anesthesia
01200,Anesth hip joint procedure,Anesthesia
01202,Anesth arthroscopy of hip,Anesthesia
01210,Anesth hip joint surgery,Anesthesia
01212,Anesth hip disarticulation,Anesthesia
01214,Anesth hip arthroplasty,Anesthesia
01215,Anesth revise hip repair,Anesthesia
01220,Anesth procedure on femur,Anesthesia
01230,Anesth surgery of femur,Anesthesia
01232,Anesth amputation of femur,Anesthesia
01234,Anesth radical femur surg,Anesthesia
01250,Anesth upper leg surgery,Anesthesia
01260,Anesth upper leg veins surg,Anesthesia
01270,Anesth thigh arteries surg,Anesthesia
01272,Anesth femoral artery surg,Anesthesia
01274,Anesth femoral embolectomy,Anesthesia
01320,Anesth knee area surgery,Anesthesia
01340,Anesth knee area procedure,Anesthesia
01360,Anesth knee area surgery,Anesthesia
01380,Anesth knee joint procedure,Anesthesia
01382,Anesth dx knee arthroscopy,Anesthesia
01390,Anesth knee area procedure,Anesthesia
01392,Anesth knee area surgery,Anesthesia
01400,Anesth knee joint surgery,Anesthesia
01402,Anesth knee arthroplasty,Anesthesia
01404,Anesth amputation at knee,Anesthesia
01420,Anesth knee joint casting,Anesthesia
01430,Anesth knee veins surgery,Anesthesia
01432,Anesth knee vessel surg,Anesthesia
01440,Anesth knee arteries surg,Anesthesia
01442,Anesth knee artery surg,Anesthesia
01444,Anesth knee artery repair,Anesthesia
01462,Anesth lower leg procedure,Anesthesia
01464,Anesth ankle/ft arthroscopy,Anesthesia
01470,Anesth lower leg surgery,Anesthesia
01472,Anesth achilles tendon surg,Anesthesia
01474,Anesth lower leg surgery,Anesthesia
01480,Anesth lower leg bone surg,Anesthesia
01482,Anesth radical leg surgery,Anesthesia
01484,Anesth lower leg revision,Anesthesia
01486,Anesth ankle replacement,Anesthesia
01490,Anesth lower leg casting,Anesthesia
01500,Anesth leg arteries surg,Anesthesia
01502,Anesth lwr leg embolectomy,Anesthesia
01520,Anesth lower leg vein surg,Anesthesia
01522,Anesth lower leg vein surg,Anesthesia
01610,Anesth surgery of shoulder,Anesthesia
01620,Anesth shoulder procedure,Anesthesia
01622,Anes dx shoulder arthroscopy,Anesthesia
01630,Anesth surgery of shoulder,Anesthesia
01634,Anesth shoulder joint amput,Anesthesia
01636,Anesth forequarter amput,Anesthesia
01638,Anesth shoulder replacement,Anesthesia
01650,Anesth shoulder artery surg,Anesthesia
01652,Anesth shoulder vessel surg,Anesthesia
01654,Anesth shoulder vessel surg,Anesthesia
01656,Anesth arm-leg vessel surg,Anesthesia
01670,Anesth shoulder vein surg,Anesthesia
01680,Anesth shoulder casting,Anesthesia
01710,Anesth elbow area surgery,Anesthesia
01712,Anesth uppr arm tendon surg,Anesthesia
01714,Anesth uppr arm tendon surg,Anesthesia
01716,Anesth biceps tendon repair,Anesthesia
01730,Anesth uppr arm procedure,Anesthesia
01732,Anesth dx elbow arthroscopy,Anesthesia
01740,Anesth upper arm surgery,Anesthesia
01742,Anesth humerus surgery,Anesthesia
01744,Anesth humerus repair,Anesthesia
01756,Anesth radical humerus surg,Anesthesia
01758,Anesth humeral lesion surg,Anesthesia
01760,Anesth elbow replacement,Anesthesia
01770,Anesth uppr arm artery surg,Anesthesia
01772,Anesth uppr arm embolectomy,Anesthesia
01780,Anesth upper arm vein surg,Anesthesia
01782,Anesth uppr arm vein repair,Anesthesia
01810,Anesth lower arm surgery,Anesthesia
01820,Anesth lower arm procedure,Anesthesia
01829,Anesth dx wrist arthroscopy,Anesthesia
01830,Anesth lower arm surgery,Anesthesia
01832,Anesth wrist replacement,Anesthesia
01840,Anesth lwr arm artery surg,Anesthesia
01842,Anesth lwr arm embolectomy,Anesthesia
01844,Anesth vascular shunt surg,Anesthesia
01850,Anesth lower arm vein surg,Anesthesia
01852,Anesth lwr arm vein repair,Anesthesia
01860,Anesth lower arm casting,Anesthesia
01916,Anesth dx arteriography,Anesthesia
01920,Anesth catheterize heart,Anesthesia
01922,Anesth cat or mri scan,Anesthesia
01924,Anes ther interven rad artrl,Anesthesia
01925,Anes ther interven rad card,Anesthesia
01926,Anes tx interv rad hrt/cran,Anesthesia
01930,Anes ther interven rad vein,Anesthesia
01931,Anes ther interven rad tips,Anesthesia
01932,Anes tx interv rad th vein,Anesthesia
01933,Anes tx interv rad cran vein,Anesthesia
01937,Anes drg/aspir crv/thrc,Anesthesia
01938,Anes drg/aspir lmbr/sac,Anesthesia
01939,Anes nulyt agt crv/thrc,Anesthesia
01940,Anes nulyt agt lmbr/sac,Anesthesia
01941,Anes neuromd/ntrvrt crv/thrc,Anesthesia
01942,Anes neuromd/ntrvrt lmbr/sac,Anesthesia
01951,Anes 2&3 burn less 4% tbsa,Anesthesia
01952,Anes 2&3 burn 4-9% tbsa,Anesthesia
01953,Anes 2&3 burn ea add 9% tbsa,Anesthesia
01958,Anes xtrnl cephalic version,Anesthesia
01960,Anes vaginal delivery only,Anesthesia
01961,Anes cesarean delivery only,Anesthesia
01962,Anes urgent hysterectomy,Anesthesia
01963,Anes cesarean hysterectomy,Anesthesia
01965,Anes incompl/missed ab px,Anesthesia
01966,Anes induced abortion px,Anesthesia
01967,Neuraxl lbr anes vag dlvr,Anesthesia
01968,Anes/analg cs dlvr neuraxial,Anesthesia
01969,Anes c hyst flwg neuraxial,Anesthesia
01990,Support for organ donor,Anesthesia
01991,Anesth nerve block/inj,Anesthesia
01992,Anesth n block/inj prone,Anesthesia
01996,Hosp manage cont drug admin,Anesthesia
01999,Unlisted anes procedure,Anesthesia
10004,Fna bx w/o img gdn ea addl,Surgery
10005,Fna bx w/us gdn 1st les,Surgery
10006,Fna bx w/us gdn ea addl,Surgery
10007,Fna bx w/fluor gdn 1st les,Surgery
10008,Fna bx w/fluor gdn ea addl,Surgery
10009,Fna bx w/ct gdn 1st les,Surgery
10010,Fna bx w/ct gdn ea addl,Surgery
10011,Fna bx w/mr gdn 1st les,Surgery
10012,Fna bx w/mr gdn ea addl,Surgery
10021,Fna bx w/o img gdn 1st les,Surgery
10030,Img gid flu coll drg sft tis,Surgery
10035,Plmt sft tiss loclzj dev 1st,Surgery
10036,Plmt sft tiss loclzj dev ea,Surgery
10040,Acne surgery,Surgery
10060,I&d abscess simple/single,Surgery
10061,I&d abscess comp/multiple,Surgery
10080,I&d pilonidal cyst simple,Surgery
10081,I&d pilonidal cyst comp,Surgery
10120,Inc&rmvl fb subq tiss smpl,Surgery
10121,Inc&rmvl fb subq tiss comp,Surgery
10140,I&d hmtma seroma/fluid collj,Surgery
10160,Pnxr aspir absc hmtma bulla,Surgery
10180,I&d complex po wound infctj,Surgery
11000,Dbrdmt ecz/infected skin<10%,Surgery
11001,Dbrdmt ecz/infct skn ea addl,Surgery
11004,Dbrdmt skin xtrnl gent&per,Surgery
11005,Dbrdmt skin abdominal wall,Surgery
11006,Dbrdmt skin xtrnl gent per,Surgery
11008,Rmv prstc mtrl/mesh abd wall,Surgery
11010,Debride skin at fx site,Surgery
11011,Debride skin musc at fx site,Surgery
11012,Deb skin bone at fx site,Surgery
11042,Dbrdmt subq tis 1st 20sqcm/<,Surgery
11043,Dbrdmt musc&/fsca 1st 20/<,Surgery
11044,Dbrdmt bone 1st 20 sq cm/<,Surgery
11045,Dbrdmt subq tiss each addl,Surgery
11046,Dbrdmt musc&/fsca ea addl,Surgery
11047,Dbrdmt bone each addl,Surgery
11055,Paring/cutg b9 hyprker les 1,Surgery
11056,Parng/cutg b9 hyprkr les 2-4,Surgery
11057,Parng/cutg b9 hyprkr les >4,Surgery
11102,Tangntl bx skin single les,Surgery
11103,Tangntl bx skin ea sep/addl,Surgery
11104,Punch bx skin single lesion,Surgery
11105,Punch bx skin ea sep/addl,Surgery
11106,Incal bx skn single les,Surgery
11107,Incal bx skn ea sep/addl,Surgery
11200,Rmvl skin tags up to&inc 15,Surgery
11201,Rmvl skin tags ea addl 10,Surgery
11300,Shave skin lesion 0.5 cm/<,Surgery
11301,Shave skin lesion 0.6-1.0 cm,Surgery
11302,Shave skin lesion 1.1-2.0 cm,Surgery
11303,Shave skin lesion >2.0 cm,Surgery
11305,Shave skin lesion 0.5 cm/<,Surgery
11306,Shave skin lesion 0.6-1.0 cm,Surgery
11307,Shave skin lesion 1.1-2.0 cm,Surgery
11308,Shave skin lesion >2.0 cm,Surgery
11310,Shave skin lesion 0.5 cm/<,Surgery
11311,Shave skin lesion 0.6-1.0 cm,Surgery
11312,Shave skin lesion 1.1-2.0 cm,Surgery
11313,Shave skin lesion >2.0 cm,Surgery
11400,Exc tr-ext b9+marg 0.5 cm<,Surgery
11401,Exc tr-ext b9+marg 0.6-1 cm,Surgery
11402,Exc tr-ext b9+marg 1.1-2 cm,Surgery
11403,Exc tr-ext b9+marg 2.1-3cm,Surgery
11404,Exc tr-ext b9+marg 3.1-4 cm,Surgery
11406,Exc tr-ext b9+marg >4.0 cm,Surgery
11420,Exc h-f-nk-sp b9+marg 0.5/<,Surgery
11421,Exc h-f-nk-sp b9+marg 0.6-1,Surgery
11422,Exc h-f-nk-sp b9+marg 1.1-2,Surgery
11423,Exc h-f-nk-sp b9+marg 2.1-3,Surgery
11424,Exc h-f-nk-sp b9+marg 3.1-4,Surgery
11426,Exc h-f-nk-sp b9+marg >4 cm,Surgery
11440,Exc face-mm b9+marg 0.5 cm/<,Surgery
11441,Exc face-mm b9+marg 0.6-1 cm,Surgery
11442,Exc face-mm b9+marg 1.1-2 cm,Surgery
11443,Exc face-mm b9+marg 2.1-3 cm,Surgery
11444,Exc face-mm b9+marg 3.1-4 cm,Surgery
11446,Exc face-mm b9+marg >4 cm,Surgery
11450,Exc skn hdrdnt ax smpl/ntrm,Surgery
11451,Exc skn hdrdnt ax complex,Surgery
11462,Exc skn hdrdnt ing smpl/ntrm,Surgery
11463,Exc skn hdrdnt ing complex,Surgery
11470,Exc skn h/p/p/u smpl/ntrm,Surgery
11471,Exc skn h/p/p/u complex,Surgery
11600,Exc tr-ext mal+marg 0.5 cm/<,Surgery
11601,Exc tr-ext mal+marg 0.6-1 cm,Surgery
11602,Exc tr-ext mal+marg 1.1-2 cm,Surgery
11603,Exc tr-ext mal+marg 2.1-3 cm,Surgery
11604,Exc tr-ext mal+marg 3.1-4 cm,Surgery
11606,Exc tr-ext mal+marg >4 cm,Surgery
11620,Exc h-f-nk-sp mal+marg 0.5/<,Surgery
11621,Exc s/n/h/f/g mal+mrg 0.6-1,Surgery
11622,Exc s/n/h/f/g mal+mrg 1.1-2,Surgery
11623,Exc s/n/h/f/g mal+mrg 2.1-3,Surgery
11624,Exc s/n/h/f/g mal+mrg 3.1-4,Surgery
11626,Exc s/n/h/f/g mal+mrg >4 cm,Surgery
11640,Exc f/e/e/n/l mal+mrg 0.5cm<,Surgery
11641,Exc f/e/e/n/l mal+mrg 0.6-1,Surgery
11642,Exc f/e/e/n/l mal+mrg 1.1-2,Surgery
11643,Exc f/e/e/n/l mal+mrg 2.1-3,Surgery
11644,Exc f/e/e/n/l mal+mrg 3.1-4,Surgery
11646,Exc f/e/e/n/l mal+mrg >4 cm,Surgery
11719,Trim nail(s) any number,Surgery
11720,Debride nail 1-5,Surgery
11721,Debride nail 6 or more,Surgery
11730,Removal of nail plate,Surgery
11732,Remove nail plate add-on,Surgery
11740,Drain blood from under nail,Surgery
11750,Removal of nail bed,Surgery
11755,Biopsy nail unit,Surgery
11760,Repair of nail bed,Surgery
11762,Reconstruction of nail bed,Surgery
11765,Excision of nail fold toe,Surgery
11770,Remove pilonidal cyst simple,Surgery
11771,Remove pilonidal cyst exten,Surgery
11772,Remove pilonidal cyst compl,Surgery
11900,Inject skin lesions </w 7,Surgery
11901,Inject skin lesions >7,Surgery
11920,Correct skin color 6.0 cm/<,Surgery
11921,Correct skn color 6.1-20.0cm,Surgery
11922,Correct skin color ea 20.0cm,Surgery
11950,Tx contour defects 1 cc/<,Surgery
11951,Tx contour defects 1.1-5.0cc,Surgery
11952,Tx contour defects 5.1-10cc,Surgery
11954,Tx contour defects >10.0 cc,Surgery
11960,Insert tissue expander(s),Surgery
11970,Rplcmt tiss xpndr perm implt,Surgery
11971,Rmvl tis xpndr wo insj implt,Surgery
11976,Remove contraceptive capsule,Surgery
11980,Implant hormone pellet(s),Surgery
11981,Insertion drug dlvr implant,Surgery
11982,Remove drug implant device,Surgery
11983,Remove/insert drug implant,Surgery
12001,Rpr s/n/ax/gen/trnk 2.5cm/<,Surgery
12002,Rpr s/n/ax/gen/trnk2.6-7.5cm,Surgery
12004,Rpr s/n/ax/gen/trk7.6-12.5cm,Surgery
12005,Rpr s/n/a/gen/trk12.6-20.0cm,Surgery
12006,Rpr s/n/a/gen/trk20.1-30.0cm,Surgery
12007,Rpr s/n/ax/gen/trnk >30.0 cm,Surgery
12011,Rpr f/e/e/n/l/m 2.5 cm/<,Surgery
12013,Rpr f/e/e/n/l/m 2.6-5.0 cm,Surgery
12014,Rpr f/e/e/n/l/m 5.1-7.5 cm,Surgery
12015,Rpr f/e/e/n/l/m 7.6-12.5 cm,Surgery
12016,Rpr fe/e/en/l/m 12.6-20.0 cm,Surgery
12017,Rpr fe/e/en/l/m 20.1-30.0 cm,Surgery
12018,Rpr f/e/e/n/l/m >30.0 cm,Surgery
12020,Tx supfc wnd dehsn smpl clsr,Surgery
12021,Tx supfc wnd dehsn w/packing,Surgery
12031,Intmd rpr s/a/t/ext 2.5 cm/<,Surgery
12032,Intmd rpr s/a/t/ext 2.6-7.5,Surgery
12034,Intmd rpr s/tr/ext 7.6-12.5,Surgery
12035,Intmd rpr s/a/t/ext 12.6-20,Surgery
12036,Intmd rpr s/a/t/ext 20.1-30,Surgery
12037,Intmd rpr s/tr/ext >30.0 cm,Surgery
12041,Intmd rpr n-hf/genit 2.5cm/<,Surgery
12042,Intmd rpr n-hf/genit2.6-7.5,Surgery
12044,Intmd rpr n-hf/genit7.6-12.5,Surgery
12045,Intmd rpr n-hf/genit12.6-20,Surgery
12046,Intmd rpr n-hf/genit20.1-30,Surgery
12047,Intmd rpr n-hf/genit >30.0cm,Surgery
12051,Intmd rpr face/mm 2.5 cm/<,Surgery
12052,Intmd rpr face/mm 2.6-5.0 cm,Surgery
12053,Intmd rpr face/mm 5.1-7.5 cm,Surgery
12054,Intmd rpr face/mm 7.6-12.5cm,Surgery
12055,Intmd rpr face/mm 12.6-20 cm,Surgery
12056,Intmd rpr face/mm 20.1-30.0,Surgery
12057,Intmd rpr face/mm >30.0 cm,Surgery
13100,Cmplx rpr trunk 1.1-2.5 cm,Surgery
13101,Cmplx rpr trunk 2.6-7.5 cm,Surgery
13102,Cmplx rpr trunk addl 5cm/<,Surgery
13120,Cmplx rpr s/a/l 1.1-2.5 cm,Surgery
13121,Cmplx rpr s/a/l 2.6-7.5 cm,Surgery
13122,Cmplx rpr s/a/l addl 5 cm/>,Surgery
13131,Cmplx rpr f/c/c/m/n/ax/g/h/f,Surgery
13132,Cmplx rpr f/c/c/m/n/ax/g/h/f,Surgery
13133,Cmplx rpr f/c/c/m/n/ax/g/h/f,Surgery
13151,Cmplx rpr e/n/e/l 1.1-2.5 cm,Surgery
13152,Cmplx rpr e/n/e/l 2.6-7.5 cm,Surgery
13153,Cmplx rpr e/n/e/l addl 5cm/<,Surgery
13160,Sec clsr surg wnd/dehsn xtn,Surgery
14000,Tis trnfr trunk 10 sq cm/<,Surgery
14001,Tis trnfr trunk 10.1-30sqcm,Surgery
14020,Tis trnfr s/a/l 10 sq cm/<,Surgery
14021,Tis trnfr s/a/l 10.1-30 sqcm,Surgery
14040,Tis trnfr f/c/c/m/n/a/g/h/f,Surgery
14041,Tis trnfr f/c/c/m/n/a/g/h/f,Surgery
14060,Tis trnfr e/n/e/l 10 sq cm/<,Surgery
14061,Tis trnfr e/n/e/l10.1-30sqcm,Surgery
14301,Tis trnfr any 30.1-60 sq cm,Surgery
14302,Tis trnfr addl 30 sq cm,Surgery
14350,Filleted finger/toe flap,Surgery
15002,Wound prep trk/arm/leg,Surgery
15003,Wound prep addl 100 cm,Surgery
15004,Wound prep f/n/hf/g,Surgery
15005,Wnd prep f/n/hf/g addl cm,Surgery
15011,Hrv skn cll ssp agrft 1st 25,Surgery
15012,Hrv skn cll ssp agrft ea add,Surgery
15013,Prepj skn cll ssp agrft 1st,Surgery
15014,Prepj skn cll ssp agrft ea,Surgery
15015,App skn cl ssp agrft t/a/l 1,Surgery
15016,App skn cl ssp agrf t/a/l ea,Surgery
15017,App skn cll ssp f/n/g/hf 1st,Surgery
15018,App skn cll ssp f/n/g/hf ea,Surgery
15040,Harvest cultured skin graft,Surgery
15050,Pinch graft up to 2 cm diam,Surgery
15100,Splt agrft t/a/l 1st 100sqcm,Surgery
15101,Splt agrft t/a/l ea addl 100,Surgery
15110,Epidrm agrft t/a/l 1st 100,Surgery
15111,Epidrm agrft t/a/l ea addl,Surgery
15115,Epdrm agrft f/s/n/h/f/g/m 1,Surgery
15116,Epdrm agrft f/s/n/h/f/g/m ea,Surgery
15120,Splt agrft f/s/n/h/f/g/m 1st,Surgery
15121,Splt agrft f/s/n/h/f/g/m ea,Surgery
15130,Drm agrft t/a/l 1st 100 sqcm,Surgery
15131,Drm agrft t/a/l ea addl,Surgery
15135,Drm agrft f/s/n/h/f/g/m 1st,Surgery
15136,Drm agrft f/s/n/h/f/g/m ea,Surgery
15150,Tis cltr skn agrft t/a/l 1st,Surgery
15151,Tis cltr skn agrft t/a/l add,Surgery
15152,Tis cltr skn agrft t/a/l ea,Surgery
15155,Tis cltr agrft f/s/n/h/f/g 1,Surgery
15156,Tis clt agrft f/s/n/h/f/g ad,Surgery
15157,Tis clt agrft f/s/n/h/f/g ea,Surgery
15200,Fth/gft fr trnk 20 sq cm/<,Surgery
15201,Fth/gft fr trnk each addl,Surgery
15220,Fth/gft fr s/a/l 20 sq cm/<,Surgery
15221,Fth/gft fr s/a/l each addl,Surgery
15240,Fth/gft f/c/c/m/n/ax/g/h/f20,Surgery
15241,Fth/gft f/c/c/m/n/a/g/h/f ea,Surgery
15260,Fth/gft fr n/e/e/l 20 sqcm/<,Surgery
15261,Fth/gft fr n/e/e/l each addl,Surgery
15271,Skin sub graft trnk/arm/leg,Surgery
15272,Skin sub graft t/a/l add-on,Surgery
15273,Skin sub grft t/arm/lg child,Surgery
15274,Skn sub grft t/a/l child add,Surgery
15275,Skin sub graft face/nk/hf/g,Surgery
15276,Skin sub graft f/n/hf/g addl,Surgery
15277,Skn sub grft f/n/hf/g child,Surgery
15278,Skn sub grft f/n/hf/g ch add,Surgery
15570,Skin pedicle flap trunk,Surgery
15572,Skin pedicle flap arms/legs,Surgery
15574,Pedcle fh/ch/ch/m/n/ax/g/h/f,Surgery
15576,Pedicle e/n/e/l/ntroral,Surgery
15600,Delay flap trunk,Surgery
15610,Delay flap arms/legs,Surgery
15620,Delay flap f/c/c/n/ax/g/h/f,Surgery
15630,Delay flap eye/nos/ear/lip,Surgery
15650,Transfer skin pedicle flap,Surgery
15730,Mdfc flap w/prsrv vasc pedcl,Surgery
15731,Forehead flap w/vasc pedicle,Surgery
15733,Musc myoq/fscq flp h&n pedcl,Surgery
15734,Muscle-skin graft trunk,Surgery
15736,Muscle-skin graft arm,Surgery
15738,Muscle-skin graft leg,Surgery
15740,Island pedicle flap graft,Surgery
15750,Neurovascular pedicle flap,Surgery
15756,Free myo/skin flap microvasc,Surgery
15757,Free skin flap microvasc,Surgery
15758,Free fascial flap microvasc,Surgery
15760,Composite skin graft,Surgery
15769,Grfg autol soft tiss dir exc,Surgery
15770,Derma-fat-fascia graft,Surgery
15771,Grfg autol fat lipo 50 cc/<,Surgery
15772,Grfg autol fat lipo ea addl,Surgery
15773,Grfg autol fat lipo 25 cc/<,Surgery
15774,Gfrg autol fat lipo ea addl,Surgery
15775,Hair trnspl 1-15 punch grfts,Surgery
15776,Hair trnspl >15 punch grafts,Surgery
15777,Acellular derm matrix implt,Surgery
15778,Impl absrb msh/prsth dly cls,Surgery
15780,Dermabrasion total face,Surgery
15781,Dermabrasion segmental face,Surgery
15782,Dermabrasion other than face,Surgery
15783,Dermabrasion suprfl any site,Surgery
15786,Abrasion lesion single,Surgery
15787,Abrasion lesions add-on,Surgery
15788,Chemical peel facial epidrm,Surgery
15789,Chemical peel facial dermal,Surgery
15792,Chem peel nonfacial epidrm,Surgery
15793,Chemical peel nonfacial drm,Surgery
15820,Blepharoplasty lower eyelid,Surgery
15821,Blepharp lwr eyelid fat pad,Surgery
15822,Blepharoplasty upper eyelid,Surgery
15823,Blepharp upr eyelid xcsv skn,Surgery
15824,Rhytidectomy forehead,Surgery
15825,Rhytdct nck pltysml tghtg,Surgery
15826,Rhytidectomy glblr frn lines,Surgery
15828,Rhytidectomy cheek chn & nck,Surgery
15829,Rhytidectomy smas flap,Surgery
